Attack_Flag,Fwd.Packet.Length.Min,Packet.Length.Variance,Avg.Fwd.Segment.Size,URG.Flag.Count,Active.Std,Down.Up.Ratio,Destination.Port,Idle.Min,Avg.Bwd.Segment.Size,Bwd.IAT.Total,Init_Win_bytes_backward,PSH.Flag.Count,Bwd.IAT.Max
0,2,4.8,2,0,0,1,3703,0,6,48,0,1,48
0,29,874.8,29,0,0,1,53,0,83,3,-1,0,3
0,45,3315.238095,45,0,0,0,53,0,163,4,-1,0,4
0,2,4.8,2,0,0,1,4001,0,6,3,0,1,3
0,33,11059.2,33,0,0,1,53,0,225,3,-1,0,3
0,35,3000,35,0,0,1,53,0,135,2,-1,0,2
0,2,4.8,2,0,0,1,8083,0,6,48,0,1,48
0,0,0,0,1,0,1,59360,0,0,0,1044,0,0
0,38,3307.5,38,0,0,1,53,0,143,1,-1,0,1
0,49,7500,49,0,0,1,53,0,199,0,-1,0,0
0,2,0,2,0,0,0,9099,0,0,0,-1,1,0
0,6,0,6,1,0,0,443,0,6,0,61103,0,0
0,0,3723.095238,41.375,0,0,0,443,5636677,25.66666667,284791,4680,1,142020
0,0,0,0,1,0,1,54317,0,0,0,240,0,0
0,2,0,2,0,0,0,1352,0,0,0,-1,1,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,10.8,4,0,0,0,80,0,0,0,4380,1,0
0,0,23411.33978,27.3125,0,18035.27406,0,80,9998187,53.28571429,111000000,340,1,10100000
0,76,1452,76,0,0,1,53,0,142,0,-1,0,0
0,45,1446.8,48,0,0,1,53,86400000,116,86400000,-1,0,86400000
0,0,102152.8571,148,0,0,1,80,0,218,37176,31,1,36566
0,2,0,2,0,0,0,8194,0,0,0,-1,1,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,34,6800.238095,34,0,0,0,53,0,203,48,-1,0,48
0,2,0,2,0,0,0,587,0,0,0,-1,1,0
0,34,974.7,34,0,0,1,53,0,91,69,-1,0,69
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,45,235.2,45,0,0,1,53,0,73,4,-1,0,4
0,38,768,38,0,0,1,53,0,86,0,-1,0,0
0,2,0,2,0,0,0,3325,0,0,0,-1,1,0
0,0,0,0,1,0,1,50598,0,0,0,303,0,0
0,34,60.95238095,34,0,0,0,53,0,50,3,-1,0,3
0,0,0,0,1,0,1,22,0,0,0,243,0,0
0,0,263484.2488,101.2666667,0,87737.80941,0,443,58400000,465.4615385,117000000,373,1,58500000
0,37,307.2,37,0,0,1,53,0,69,48,-1,0,48
0,33,120,33,0,0,1,53,0,53,4,-1,0,4
0,6,0,6,0,0,0,1276,0,6,0,16560,0,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,2,0,2,0,0,0,3986,0,0,0,-1,1,0
0,2,4.8,2,0,0,1,49154,0,6,48,0,1,48
0,47,15870,47,0,0,1,53,0,277,2,-1,0,2
0,0,23089.25676,64.05,0,69608.03509,0,443,9996191,39,111000000,350,1,10100000
0,25,940.8,25,0,0,1,53,0,81,3,-1,0,3
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,52,1240.333333,52,0,0,1,53,0,113,0,-1,0,0
0,62,85.33333333,62,0,0,1,53,0,78,0,-1,0,0
0,34,5148.3,34,0,0,1,53,0,165,4,-1,0,4
0,41,2523,41,0,0,1,53,0,128,0,-1,0,0
0,38,5357.142857,38,0,0,0,53,0,188,4,-1,0,4
0,34,307.2,34,0,0,1,53,0,66,4,-1,0,4
0,32,2539.2,32,0,0,1,53,0,124,49,-1,0,49
0,84,691.2,84,0,0,1,53,0,132,49,-1,0,49
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,120752.7977,38.15384615,0,8195.763387,1,80,9992570,137.3846154,98500000,946,1,10100000
0,37,780.3,37,0,0,1,53,0,88,2,-1,0,2
0,6,0,6,1,0,1,3170,0,6,0,257,0,0
0,0,893499.8897,887.8571429,0,0,1,443,0,375.7777778,84116,82,1,28751
0,0,29910.56618,102.5714286,0,0,1,443,0,81.22222222,102834,5098,1,33626
0,252,424830,252,0,0,1,88,0,1442,4,-1,0,4
0,0,0,0,1,0,1,50768,0,0,0,229,0,0
0,0,510083.6798,202.9411765,0,0,0,389,0,604.9090909,27614,2076,1,26571
0,44,1365.333333,44,0,0,1,53,0,108,0,-1,0,0
0,6,0,6,0,0,0,60282,0,0,0,-1,0,0
0,0,349376.766,131.6363636,0,0,1,443,10000000,586.7058824,16400000,668,1,10200000
0,47,1190.7,47,0,0,1,53,0,110,49,-1,0,49
0,38,11880.3,38,0,0,1,53,0,237,3,-1,0,3
0,45,235.2,45,0,0,1,53,0,73,4,-1,0,4
0,51,1240.333333,51,0,0,1,53,0,112,0,-1,0,0
0,49,5461.333333,49,0,0,1,53,0,177,0,-1,0,0
0,74,76.8,74,0,0,1,53,0,90,3,-1,0,3
0,0,0,0,1,0,1,80,0,0,0,119,0,0
0,6,0,6,1,0,1,63134,0,6,0,253,0,0
0,38,691.2,38,0,0,1,53,0,86,4,-1,0,4
0,32,76.8,32,0,0,1,53,0,48,48,-1,0,48
0,36,85.33333333,36,0,0,1,53,0,52,0,-1,0,0
0,6,0,6,1,0,1,50470,0,6,0,255,0,0
0,6,147.2,14.33333333,0,0,0,443,0,0,0,165,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,0,0,0,1,0,1,54148,0,0,0,360,0,0
0,0,56466.24154,84.85714286,0,320931.7264,0,443,58000000,140.6363636,117000000,123,1,58200000
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,0,0,0,0,0,0,45355,0,0,0,-1,0,0
0,0,0,0,1,0,1,55578,0,0,0,229,0,0
0,45,1306.8,45,0,0,1,53,0,111,48,-1,0,48
1,0,0,0,0,0,0,80,0,0,0,28960,1,0
0,0,266890.1813,47.375,0,0,0,443,0,636,214560,31,1,108616
0,0,290399.0635,53.75,0,53116.44719,1,443,58000000,539.6842105,117000000,32,1,59000000
0,0,668093.4305,126.9210526,0,0,1,443,0,1299.365385,7898907,233,1,5000050
0,0,170976.2105,48,0,18155.89307,1,80,9997104,197.1111111,56200000,939,1,10100000
0,0,945465.6838,35.20325203,0,0,1,80,0,1435.8,23800000,31,1,9999022
0,38,1281.333333,38,0,0,1,53,0,100,0,-1,0,0
0,45,76.8,45,0,0,1,53,0,61,48,-1,0,48
0,42,1228.8,42,0,0,1,53,0,106,48,-1,0,48
0,53,9075,53,0,0,1,53,0,218,0,-1,0,0
0,34,974.7,34,0,0,1,53,0,91,46,-1,0,46
0,34,2484.3,34,0,0,1,53,0,125,48,-1,0,48
0,47,11946.66667,47,0,0,0,53,0,271,3,-1,0,3
0,0,41287.13258,30.52941176,0,115407.4421,0,80,9770080,106.5333333,110000000,288,1,10000000
0,0,0,0,1,0,1,53192,0,0,0,350,0,0
0,0,198944.5806,70.0625,0,176084.1185,0,443,9974653,394.0666667,61300000,31519,1,10100000
0,0,23358.29032,27.1875,0,17284.55919,0,80,9997214,53.28571429,111000000,340,1,10100000
0,0,0,0,0,0,0,40634,0,0,0,-1,0,0
0,6,0,6,0,0,0,49954,0,0,0,-1,0,0
0,0,551308.3524,42.55555556,0,0,0,443,5178768,687.6,492882,31,1,289186
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,40,1190.7,40,0,0,1,53,0,103,48,-1,0,48
0,38,1281.333333,38,0,0,1,53,0,100,0,-1,0,0
0,0,558859.5593,54.625,0,195533.4278,0,443,5144321,883.2857143,111000000,371,1,10100000
0,0,0,0,1,0,1,22,0,0,0,243,0,0
0,0,0,0,1,0,1,49180,0,0,0,229,0,0
0,35,307.2,35,0,0,1,53,0,67,48,-1,0,48
0,55,2352,55,0,0,1,53,0,139,0,-1,0,0
0,6,0,6,0,0,0,51789,0,0,0,-1,0,0
0,0,0,0,0,528.0337742,0,80,10200000,0,41000000,298,0,10200000
0,6,0,6,0,0,0,50965,0,0,0,-1,0,0
0,51,3121.2,51,0,0,1,53,0,153,48,-1,0,48
0,40,4961.333333,40,0,0,1,53,0,162,0,-1,0,0
0,42,39216.33333,42,0,0,1,53,0,385,0,-1,0,0
0,36,720.3,36,0,0,1,53,0,85,3,-1,0,3
0,0,268351.1111,144,0,0,1,80,0,455.6,31350,237,1,30164
0,0,997638.6267,19.29166667,0,0,1,80,0,1691.897436,59725,30,1,15401
0,42,3400.333333,42,0,0,1,53,0,143,0,-1,0,0
0,0,253529.1714,48.875,0,0,0,443,5094410,619.3333333,81229,119,1,40238
0,0,258375.8693,168.7142857,0,0,1,443,0,402.3,933954,34,1,383862
0,0,1490844.488,10.56962025,0,0,1,80,0,2102.657143,6576815,157,1,4618634
0,0,415168.2455,139.875,0,598608.3167,0,443,5220608,761.4230769,64500000,154,1,58100000
0,0,180.8,10.33333333,0,0,0,55535,0,6,0,0,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,42,1904,60,0,0,1,53,34800000,131,34800000,-1,0,34800000
0,6,0,6,0,0,1,443,0,6,0,0,0,0
0,6,0,6,1,0,1,35329,0,6,0,229,0,0
0,0,325436.0261,98.22222222,0,51987.06845,0,80,9999236,444,33300000,980,1,10000000
0,6,0,6,1,0,1,61669,0,6,0,256,0,0
0,0,2760639.853,1360.560976,0,0,1,443,9800614,1059.290909,13300000,65535,1,10000000
0,35,186.6666667,35,0,0,0,53,0,63,1,-1,0,1
1,0,0,0,0,0,0,80,0,0,0,28960,1,0
0,0,231649.3143,159,0,0,1,443,0,481.2857143,1059086,63,1,998408
0,0,0,0,1,0,2,42128,0,0,1,229,0,1
0,35,2822.7,35,0,0,1,53,0,132,49,-1,0,49
0,6,552.25,21.66666667,0,0,0,4414,0,0,0,-1,0,0
0,32,235.2,32,0,0,1,53,0,60,48,-1,0,48
0,0,54240.89091,156.8,0,0,1,80,9975858,49.8,10200000,30640,1,10100000
0,0,253538.3524,48.75,0,0,0,443,5752806,619.3333333,100916,119,1,65735
0,6,0,6,0,0,0,4036,0,0,0,-1,0,0
0,43,507,43,0,0,1,53,0,82,0,-1,0,0
0,64,4915.2,64,0,0,1,53,0,192,48,-1,0,48
0,6,21168,132,0,0,0,1808,0,6,0,0,0,0
0,43,238,56,0,0,1,53,79900000,72,79900000,-1,0,79900000
0,0,434358.8292,43.55555556,0,0,0,443,5395729,867.5,468226,119,1,333364
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,51,1240.333333,51,0,0,1,53,0,112,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,42408,1,0
0,31,5880,31,0,0,1,53,0,171,48,-1,0,48
0,63,1121.333333,63,0,0,1,53,0,121,0,-1,0,0
0,0,396735.6052,23.64285714,0,34473.20573,0,443,5694185,672.8333333,110000000,61,1,10000000
0,0,8.571428571,2,0,0,1,80,0,2,3206707,29,1,2024083
0,0,22450.44697,85.57142857,0,0,0,443,0,38,215453,939,1,118558
0,0,0,0,1,0,1,50860,0,0,0,33304,0,0
0,50,1045.333333,50,0,0,1,53,0,106,0,-1,0,0
0,47,4915.2,47,0,0,1,53,0,175,4,-1,0,4
0,41,2218.8,41,0,0,1,53,0,127,48,-1,0,48
0,6,0,6,1,0,1,51731,0,6,0,251,0,0
0,43,867,43,0,0,1,53,0,94,0,-1,0,0
0,0,20449.76577,62.78947368,0,19443.11416,0,443,5758429,43.23529412,110000000,31,1,10000000
0,0,858.9821429,24.5,0,0,0,443,0,4.333333333,39286,58,1,39024
0,6,405,27.66666667,0,0,0,53427,0,6,0,0,0,0
0,0,181523.4839,65.5625,0,632774.8155,0,443,9752296,327.4,62200000,124,1,10100000
0,0,555571.8316,33.16,0,98016.88011,1,443,9985846,763.2962963,111000000,31088,1,10100000
0,39,2270.7,39,0,0,1,53,0,126,3,-1,0,3
0,41,2218.8,41,0,0,1,53,0,127,48,-1,0,48
0,32,76.8,32,0,0,1,53,0,48,3,-1,0,3
0,36,4915.2,36,0,0,1,53,0,164,4,-1,0,4
0,6,0,6,0,0,0,50149,0,0,0,-1,0,0
0,39,76.8,39,0,0,1,53,0,55,4,-1,0,4
0,0,494498.2222,79.44444444,0,0,0,443,0,727.625,3378739,114,1,2194340
0,0,571176.7879,29.06862745,0,531216.2087,0,443,5103174,1232.435644,112000000,390,1,10000000
0,0,0,0,1,0,1,33466,0,0,0,229,0,0
0,27,1825.2,27,0,0,1,53,0,105,3,-1,0,3
0,6,160.1666667,12.2,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,1,49422,0,6,0,251,0,0
0,0,472.8,19.25,0,0,0,36724,0,0,0,-1,0,0
0,0,173233.5941,51.45454545,0,191950.1775,0,443,5329140,315.2380952,111000000,27,1,10000000
0,6,9,6,0,0,0,80,0,0,0,377,0,0
0,46,1240.333333,46,0,0,1,53,0,107,0,-1,0,0
0,0,1094012.217,60.77272727,0,317355.8366,1,80,9995261,1703.693548,46600000,42,1,10000000
0,31,11532,124,0,0,0,51732,0,0,0,-1,0,0
0,49,261.3333333,49,0,0,1,53,0,77,0,-1,0,0
0,49,4181.333333,49,0,0,1,53,0,161,0,-1,0,0
0,0,0,0,1,0,1,80,0,0,0,114,0,0
0,56,76.8,56,0,0,1,53,0,72,4,-1,0,4
0,6,0,6,1,0,1,4559,0,6,0,255,0,0
0,39,76.8,39,0,0,1,53,0,55,3,-1,0,3
0,0,0,0,1,0,1,37597,0,0,0,332,0,0
0,39,936.3333333,39,0,0,1,53,0,92,0,-1,0,0
0,64,1452,64,0,0,1,53,0,130,0,-1,0,0
0,29,1555.2,29,0,0,1,53,0,101,4,-1,0,4
0,41,2218.8,41,0,0,1,53,0,127,3,-1,0,3
0,0,338699.2497,70,0,361739.839,1,80,9976014,679.8095238,46700000,34,1,10200000
0,6,0,6,0,0,0,4718,0,0,0,-1,0,0
0,30,3121.2,30,0,0,1,53,0,132,4,-1,0,4
0,50,3745.333333,50,0,0,1,53,0,156,0,-1,0,0
0,49,867,49,0,0,1,53,0,100,0,-1,0,0
0,0,0,0,1,0,2,51030,0,0,49,274,0,49
0,6,0,6,0,0,0,2298,0,0,0,-1,0,0
0,0,331250.1679,86.8,0,1483706.986,0,80,10000000,461.8823529,88500000,1039,1,10200000
0,0,7138.329032,31.6875,0,22742.04452,0,80,9957018,16.78571429,110000000,946,1,10000000
0,56,3468,56,0,0,1,53,0,158,0,-1,0,0
0,0,1564.571429,18.5,0,1.414213562,0,443,60000000,74,60000000,148,0,60000000
0,32,529.2,32,0,0,1,53,0,74,4,-1,0,4
0,29,1267.5,29,0,0,1,53,0,94,4,-1,0,4
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,1,62064,0,6,0,256,0,0
0,0,1228107.645,9.166666667,0,19561.71667,1,80,9997799,1487.214286,111000000,939,1,10000000
0,0,0,0,1,0,0,443,0,0,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,0,0,1,0,1,42027,0,0,0,553,0,0
0,48,0,48,0,0,1,123,0,48,3,-1,0,3
0,0,209546.8974,47.83333333,0,0,1,80,0,452,11100000,123,1,9745522
0,0,0,0,0,0,0,48716,0,0,0,-1,0,0
0,0,0,0,1,0,1,34688,0,0,0,266,0,0
0,23,0,23,0,0,1,53,0,23,218,-1,0,169
0,0,550102.6448,167.0869565,0,45065.13181,1,443,5523400,552.3913043,110000000,153,1,10000000
0,60,5896.333333,60,0,0,1,53,0,193,0,-1,0,0
0,0,60664.49084,76.74285714,0,0,1,22,0,160.2380952,433618,245,1,199251
0,37,691.2,37,0,0,1,53,0,85,4,-1,0,4
0,6,0,6,1,0,1,50853,0,6,0,251,0,0
0,6,0,6,1,0,1,1577,0,6,0,251,0,0
0,40,235.2,40,0,0,1,53,0,68,47,-1,0,47
0,0,395.2857143,23.4,0,0,0,443,0,41,0,127,0,0
0,0,181853.2908,57.70833333,0,76226.22839,1,443,5433892,327.75,110000000,32,1,10000000
0,36,1080,36,0,0,1,53,0,96,4,-1,0,4
0,33,2116.8,33,0,0,1,53,0,117,48,-1,0,48
0,45,3000,45,0,0,1,53,0,145,4,-1,0,4
1,0,0,0,1,0,1,80,0,0,0,236,0,0
0,48,3278.952381,49.66666667,0,9295.625745,1,53,49300000,139.6666667,104000000,-1,0,54900000
0,0,562465.1944,109.75,0,0,1,80,0,570.25,34213,30016,1,33114
0,50,0,50,0,0,0,137,0,0,0,-1,0,0
0,45,2760.333333,45,0,0,1,53,0,136,0,-1,0,0
0,36,580.8,36,0,0,1,53,0,80,3,-1,0,3
0,44,940.8,44,0,0,1,53,0,100,3,-1,0,3
0,50,4468.809524,50,0,0,0,53,0,187,47,-1,0,47
0,45,2352,45,0,0,1,53,0,129,0,-1,0,0
0,62,833.3333333,62,0,0,1,53,0,112,0,-1,0,0
0,0,36075.76129,33,0,178519.6484,0,80,9734548,70.35714286,111000000,119,1,10000000
0,0,476021.8788,401.7142857,0,0,0,88,0,705,390,2053,1,383
0,6,0,6,0,0,0,54947,0,6,0,64240,0,0
0,39,76.8,39,0,0,1,53,0,55,1,-1,0,1
0,56,5292,56,0,0,1,53,0,182,0,-1,0,0
0,0,0,0,1,0,1,58050,0,0,0,229,0,0
0,0,0,0,1,0,1,443,0,0,0,254,0,0
0,53,1968.3,53,0,0,1,53,0,134,48,-1,0,48
0,6,0,6,0,0,0,53022,0,0,0,-1,0,0
0,38,2167.5,38,0,0,1,53,0,123,48,-1,0,48
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,1,0,2,21,0,6,49,229,0,49
0,6,0,6,1,0,1,443,0,6,0,63,0,0
0,0,379146.2159,67.06666667,0,54122.21903,1,443,5403004,427.7058824,65800000,0,1,10000000
0,58,2187,58,0,0,1,53,0,139,0,-1,0,0
0,6,0,6,1,0,1,1244,0,6,0,63738,0,0
0,30,367.5,30,0,0,1,53,0,65,48,-1,0,48
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,334508.3391,94.34782609,0,2202359.708,0,80,10200000,491.6666667,120000000,1073,1,10200000
0,0,197017.6598,66.28571429,0,1468769.894,0,80,9991548,310.5789474,116000000,1013,1,11000000
0,31,2323.2,31,0,0,1,53,0,119,48,-1,0,48
0,23,0,23,0,0,1,53,0,23,1,-1,0,1
0,47,1920,47,0,0,1,53,0,127,48,-1,0,48
0,34,307.2,34,0,0,1,53,0,66,48,-1,0,48
0,52,76.8,52,0,0,1,53,80500000,68,80500000,-1,0,80500000
0,29,482.1428571,29,0,0,0,53,0,74,3,-1,0,3
0,0,0,0,1,0,1,58560,0,0,0,299,0,0
0,0,0,0,1,0,1,44472,0,0,0,305,0,0
0,38,1267.5,38,0,0,1,53,0,103,3,-1,0,3
0,6,125,14.33333333,0,0,0,53116,0,6,0,0,0,0
0,33,4248.3,33,0,0,1,53,0,152,48,-1,0,48
0,49,85.33333333,49,0,0,1,53,0,65,0,-1,0,0
0,30,3121.2,30,0,0,1,53,0,132,49,-1,0,49
0,41,2218.8,41,0,0,1,53,0,127,4,-1,0,4
0,0,172359.8142,39.45454545,0,9057.3978,1,80,10100000,178.4545455,75400000,939,1,10200000
0,50,2660.666667,61.66666667,0,26208.91284,1,53,6127590,129.3333333,26700000,-1,0,20600000
0,0,0,0,1,0,1,80,0,0,0,29,0,0
0,32,2764.8,32,0,0,1,53,0,128,4,-1,0,4
0,0,1551577.425,3.483766234,0,453284.6983,1,80,10000000,2176.361581,83100000,946,1,10100000
0,0,309408.9474,52.90909091,0,0,0,443,0,809.75,120936,946,1,51076
0,31,1346.7,31,0,0,1,53,0,98,49,-1,0,49
0,6,0,6,1,0,1,80,0,6,0,30,0,0
0,39,2881.2,39,0,0,1,53,0,137,3,-1,0,3
0,29,2539.2,29,0,0,1,53,0,121,48,-1,0,48
0,0,114857.2224,72.57142857,0,377572.9456,0,443,5454287,193.45,111000000,5575,1,10000000
0,0,12984.79423,41.76190476,0,136367.5125,0,443,9960012,35.22222222,113000000,4964,1,10300000
0,54,186.6666667,54,0,0,0,53,0,82,48,-1,0,48
0,0,320.3333333,15.5,0,0,0,47916,0,0,0,-1,0,0
0,43,1044.3,43,0,0,1,53,0,102,4,-1,0,4
0,33,974.7,33,0,0,1,53,0,90,47,-1,0,47
0,0,25624.05556,80.5,0,73228.34436,1,80,9999131,30.55555556,46100000,30,1,10000000
0,0,421161.6767,76.93877551,0,0,0,443,6962665,842.3902439,8666955,91,1,6987371
0,51,1200,51,0,0,1,53,0,111,0,-1,0,0
0,46,341.3333333,46,0,0,1,53,0,78,0,-1,0,0
0,0,0,0,0,0,0,50741,0,0,0,-1,0,0
0,0,192.2,10.33333333,0,0,0,7447,0,0,0,0,0,0
0,0,521688.7614,93.125,0,0,1,443,9800600,567.3333333,15500000,62,1,10100000
0,58,307.2,58,0,0,1,53,0,90,4,-1,0,4
0,41,1228.8,41,0,0,1,53,0,105,4,-1,0,4
0,0,467549.7336,22.53333333,0,67468.47635,1,443,9998168,1033.465116,80600000,357,1,10000000
0,35,691.2,35,0,0,1,53,0,83,3,-1,0,3
0,40,307.2,40,0,0,1,53,0,72,3,-1,0,3
0,47,2167.5,47,0,0,1,53,0,132,3,-1,0,3
0,38,1920,38,0,0,1,53,0,118,3,-1,0,3
0,43,456.3,43,0,0,1,53,0,82,3,-1,0,3
0,233,0,233,0,0,0,138,0,0,0,-1,0,0
0,36,4313.777778,54,0,0,1,53,68200000,134,68200000,-1,0,68200000
0,0,470.2380952,24.6,0,0,0,443,5035021,46,0,31,0,0
0,0,0,0,1,0,1,49709,0,0,0,252,0,0
0,45,76.8,45,0,0,1,53,0,61,4,-1,0,4
0,0,5382.265152,47.16666667,0,0,0,443,0,33.6,5503982,122,1,4959755
0,0,686844.5542,42.75,0,0,0,443,0,1153.363636,250574,972,1,195210
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,0,0,0,0,0,50538,0,0,0,-1,0,0
0,0,240.25,10.33333333,0,0,0,50883,0,0,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,42780,1,0
0,0,682861.6928,42.23809524,0,0,2,443,0,1417.104167,188595,122,1,102430
0,48,0,48,0,0,1,123,0,48,48,-1,0,48
0,36,3434.7,36,0,0,1,53,0,143,4,-1,0,4
0,0,0,0,0,0,0,59511,0,0,0,-1,0,0
0,50,0,50,0,0,1,137,0,50,2997790,-1,0,1500268
1,0,65.33333333,7,0,0,0,21,0,0,0,0,0,0
0,33,1428.3,33,0,0,1,53,0,102,3,-1,0,3
0,34,9398.7,34,0,0,1,53,0,211,48,-1,0,48
0,0,247404.8667,38.44444444,0,0,0,443,5027726,641.6666667,59404,939,1,33759
0,29,2430,29,0,0,1,53,0,119,49,-1,0,49
0,0,0,0,1,0,2,60794,0,0,48,229,0,48
0,0,0,0,1,0,1,35506,0,0,0,229,0,0
0,0,297355.4905,95.4,0,0,1,443,0,690.2,4179534,32,1,3762979
0,44,907.5,44,0,0,1,53,0,99,4,-1,0,4
0,0,470.2380952,24.6,0,0,0,443,5286709,46,0,360,0,0
0,27,1228.8,27,0,0,1,53,0,91,3,-1,0,3
0,0,113604.7077,69.22222222,0,65991.44746,1,443,58500000,233.2380952,118000000,184,1,58800000
0,0,0,0,1,0,1,57882,0,0,0,257,0,0
0,56,85.33333333,56,0,0,1,53,0,72,0,-1,0,0
0,50,2376.3,50,0,0,1,53,0,139,4,-1,0,4
0,30,11407.5,30,0,0,1,53,0,225,3,-1,0,3
0,0,483294.1167,345.5555556,0,0,0,88,0,518,986,2081,1,787
0,0,1517251.684,118.1111111,0,0,1,443,0,1757.48,75508,66,1,24420
0,0,22755.35606,90.71428571,0,0,0,443,5758004,42,127915,340,1,83016
0,0,0,0,0,0,0,54296,0,0,0,-1,0,0
0,28,19660.8,28,0,0,1,53,0,284,48,-1,0,48
0,0,410155.4249,248.0869565,0,0,0,389,0,710.1538462,235695,2050,1,123900
0,0,0,0,1,0,1,443,0,0,0,245,0,0
0,0,192.2,10.33333333,0,0,0,57368,0,0,0,0,0,0
0,56,280.3333333,56,0,0,1,53,0,85,0,-1,0,0
0,0,0,0,0,0,0,7466,0,0,0,-1,0,0
1,0,34909.05682,87.30434783,0,0,1,22,0,85.78125,13500000,247,1,2665190
0,44,750,44,0,0,1,53,0,94,47,-1,0,47
0,0,22563.27273,90.71428571,0,0,0,443,5054094,39.25,228591,60,1,190794
0,30,3000,30,0,0,1,53,0,130,49,-1,0,49
0,0,320.3333333,15.5,0,0,0,41428,0,0,0,0,0,0
0,51,1116.3,51,0,0,1,53,0,112,3,-1,0,3
0,41,76.8,41,0,0,1,53,0,57,48,-1,0,48
0,0,1376818.264,44.25,0,0,0,443,5702495,1148.4,116638,288,1,61587
0,46,842.7,46,0,0,1,53,0,99,48,-1,0,48
0,43,1346.7,43,0,0,1,53,0,110,48,-1,0,48
0,0,0,0,1,0,1,34159,0,0,0,244,0,0
0,0,330066.8352,354.8333333,0,0,1,443,0,480.4285714,64108,65,1,32354
0,0,0,0,0,0,1,56261,0,0,0,16150,0,0
0,0,232459.6901,130,0,0,1,443,0,453.4,3218465,134,1,2999855
0,30,780.3,30,0,0,1,53,0,81,48,-1,0,48
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,0,0,1,0,1,1299,0,0,0,255,0,0
0,63,2133.333333,63,0,0,1,53,0,143,0,-1,0,0
0,34,7300.8,34,0,0,1,53,0,190,3,-1,0,3
0,55,1008.333333,55,0,0,1,53,0,110,0,-1,0,0
0,0,239411.6292,40.77777778,0,0,0,443,0,618.3333333,57659,118,1,29608
0,0,85252.83929,271,0,0,1,80,0,75.5,35253,32,1,34823
0,37,1920,37,0,0,1,53,0,117,3,-1,0,3
0,0,0,0,1,0,1,37690,0,0,0,299,0,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,44,1045.333333,44,0,0,1,53,0,100,0,-1,0,0
0,0,240.25,10.33333333,0,0,0,443,0,0,0,-1,0,0
0,37,0,37,1,0,0,443,0,0,0,-1,0,0
0,0,181565.9905,58.66666667,0,0,1,443,0,358.4545455,93836,119,1,44039
0,41,1893.5,49.5,0,0,1,53,118000000,125,118000000,-1,0,118000000
0,62,0,62,0,0,0,137,0,0,0,-1,0,0
0,0,0,0,0,0,1,54963,0,0,0,33304,0,0
0,42,85.33333333,42,0,0,1,53,0,58,0,-1,0,0
0,33,1858.285714,55.33333333,0,0,1,53,37000000,115,40900000,-1,0,37000000
0,0,0,0,0,0,0,58847,0,0,0,-1,0,0
0,0,0,0,0,0,0,52757,0,0,0,-1,0,0
0,42,2241.333333,42,0,0,1,53,0,124,0,-1,0,0
0,0,0,0,1,0,1,443,0,0,0,252,0,0
0,51,11407.5,51,0,0,1,53,0,246,4,-1,0,4
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,61161.3975,254.9411765,0,542819.2916,0,443,8456656,92,51100000,284,0,10000000
0,32,343.8095238,32,0,0,0,53,0,70,3,-1,0,3
0,0,320.3333333,15.5,0,0,0,443,0,0,0,-1,0,0
1,0,65.33333333,7,0,0,0,21,0,0,0,-1,0,0
0,34,9720,34,0,0,1,53,0,214,3,-1,0,3
0,0,2210983.854,30.66666667,0,121931.855,0,443,9959975,1460.222222,112000000,114,1,10100000
0,68,9.692307692,68,0,0,1,137,0,62,646,-1,0,318
0,58,6721.333333,58,0,0,1,53,0,200,0,-1,0,0
0,36,76.8,36,0,0,1,53,0,52,4,-1,0,4
0,70,4915.2,70,0,0,1,53,0,198,48,-1,0,48
0,0,282056.3529,65.72727273,0,0,0,443,0,570.5,88839,972,1,37897
0,23,0,23,0,0,1,53,0,23,2,-1,0,2
